Incident ID,Incident Date,State,City Or County,Address,# Killed,# Injured,Operations,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source
2274296,4/9/2022,Florida,Miami,6816 NW 15th Ave,0,4,N/A,25.83641,-80.223292,1,rooftop,6816,NW 15th Ave,,,Miami,FL,Miami-Dade County,33147,US,Miami2
2272394,4/6/2022,Pennsylvania,Philadelphia,Griscom St and Arrott St,1,4,N/A,40.017055,-75.084728,1,intersection,,Arrott St,,,Philadelphia,PA,Philadelphia County,19124,US,TIGER/Line® dataset from the US Census Bureau
2270747,4/4/2022,Kentucky,Covington,Russell St and W 16th St,0,4,N/A,39.071241,-84.510271,0.96,intersection,,Russell St,,,Covington,KY,Kenton County,41011,US,TIGER/Line® dataset from the US Census Bureau
2270578,4/4/2022,Connecticut,Hartford,Bedford St and Mather St,1,3,N/A,41.77758,-72.684635,0.73,intersection,,Bedford St,,,Hartford,CT,Hartford County,6120,US,TIGER/Line® dataset from the US Census Bureau
2269429,4/3/2022,New York,Buffalo,400 block of Genesee St,0,4,N/A,42.89606,-78.886424,0.5,place,,,,,Buffalo,NY,Erie County,14201,US,TIGER/Line® dataset from the US Census Bureau
2269745,4/3/2022,California,San Francisco,670 Brunswick St,2,2,N/A,37.709532,-122.447003,1,rooftop,670,Brunswick St,,,San Francisco,CA,San Francisco County,94112,US,San Francisco
2269100,4/3/2022,Texas,Dallas,5050 Cleveland Rd,1,16,N/A,32.641094,-96.738141,1,range_interpolation,5050,Cleveland Rd,,,Dallas,TX,Dallas County,75241,US,TIGER/Line® dataset from the US Census Bureau
2269082,4/3/2022,California,Sacramento,J St and 10th St,6,12,N/A,38.580314,-121.493462,1,intersection,,10th St,,,Sacramento,CA,Sacramento County,95814,US,TIGER/Line® dataset from the US Census Bureau
2268723,4/2/2022,North Carolina,Shelby,1851 E Dixon Blvd,1,3,N/A,35.27041,-81.489552,1,rooftop,1851,E Dixon Blvd,,,Shelby,NC,Cleveland County,28152,US,Cleveland
2268762,4/2/2022,Louisiana,Monroe,100 Sterlington Rd,1,5,N/A,32.521698,-92.082528,1,range_interpolation,100,Sterlington Rd,,,Monroe,LA,Ouachita Parish,71203,US,TIGER/Line® dataset from the US Census Bureau
2269059,4/2/2022,Colorado,Colorado Springs,2400 block of Barkman Dr,0,4,N/A,38.89326,-104.787533,0.8,nearest_rooftop_match,2399,Troy Ct,,,Colorado Springs,CO,El Paso County,80918,US,Statewide CO
2269034,4/2/2022,Louisiana,Shreveport,2025 Marshall St,1,3,N/A,32.501408,-93.737409,1,range_interpolation,2025,Marshall St,,,Shreveport,LA,Caddo Parish,71101,US,TIGER/Line® dataset from the US Census Bureau
2269259,4/1/2022,South Carolina,Walterboro,1900 Block of Logan Farm Rd,0,4,N/A,32.808385,-80.749668,0.7,nearest_rooftop_match,1950,Black Creek Rd,,,Walterboro,SC,Colleton County,29488,US,Colleton
2264094,3/26/2022,California,Hollister,Rustic St and Roble St,2,3,N/A,36.861627,-121.397492,0.93,intersection,,Roble St,,,Hollister,CA,San Benito County,95023,US,TIGER/Line® dataset from the US Census Bureau
2265029,3/26/2022,Ohio,Cleveland,1437 St Clair Ave NE,0,4,N/A,41.506479,-81.685752,0.95,rooftop,1437,St Clair Ave,,,Cleveland,OH,Cuyahoga County,44114,US,Cuyahoga
2263608,3/25/2022,Colorado,Colorado Springs,820 Citadel Dr E,2,2,N/A,38.845252,-104.758948,1,range_interpolation,820,Citadel Dr E,,,Colorado Springs,CO,El Paso County,80909,US,TIGER/Line® dataset from the US Census Bureau
2260129,3/22/2022,California,Stockton,1800 West Lane,1,3,N/A,37.973366,-121.279541,1,range_interpolation,1800,W Ln,,,Stockton,CA,San Joaquin County,95205,US,TIGER/Line® dataset from the US Census Bureau
2259262,3/21/2022,Connecticut,Waterbury,23 Scovill St,0,4,N/A,41.554054,-73.039441,1,rooftop,23,Scovill St,,,Waterbury,CT,New Haven County,6706,US,City of Waterbury
2259413,3/21/2022,Illinois,Chicago,1650 E 79th St,2,2,N/A,41.751746,-87.583484,1,rooftop,1650,E 79th St,,,Chicago,IL,Cook County,60649,US,City of Chicago
2258324,3/20/2022,Wisconsin,Milwaukee,2822 W Melvina St,0,4,N/A,43.087724,-87.94907,1,rooftop,2822,W Melvina St,,,Milwaukee,WI,Milwaukee County,53216,US,City of Milwaukee
2258224,3/20/2022,Texas,Houston,2955 S Sam Houston Pkwy E,1,3,N/A,29.831845,-95.563544,0.9,range_interpolation,2955,S Sam Houston Pkwy E,,,Houston,TX,Harris County,77043,US,TIGER/Line® dataset from the US Census Bureau
2258156,3/20/2022,Texas,Austin,E 6th St and Neches St,0,4,N/A,30.266782,-97.738247,1,intersection,,E 6th St,,,Austin,TX,Travis County,78701,US,TIGER/Line® dataset from the US Census Bureau
2257316,3/19/2022,Virginia,Norfolk,320 Granby St,3,2,N/A,36.85031,-76.290003,1,rooftop,320,Granby St,,,Norfolk,VA,Norfolk City,23510,US,City of Norfolk
2258012,3/19/2022,North Carolina,Fayetteville,1707 Owen Dr,3,3,N/A,35.029795,-78.927461,1,rooftop,1707,Owen Dr,,,Fayetteville,NC,Cumberland County,28304,US,Cumberland
2257739,3/19/2022,Arkansas,Dumas,611 Highway 65 S,1,26,N/A,33.879258,-91.48099,1,rooftop,611,Highway 65 S,,,Dumas,AR,Desha County,71639,US,Arkansas Geographic Information Office
2257674,3/19/2022,Virginia,Madison Heights,351 Old Wright Shop Rd,1,4,N/A,37.432173,-79.097291,1,rooftop,351,Old Wright Shop Rd,,,Madison Heights,VA,Amherst County,24572,US,Amherst
2258182,3/19/2022,Texas,Dallas,5214 Botham Jean Blvd,1,9,N/A,32.743981,-96.759504,1,rooftop,5214,Botham Jean Blvd,,,Dallas,TX,Dallas County,75215,US,Dallas
2256453,3/18/2022,Texas,Fort Worth,1600 block of NW Loraine St,1,3,N/A,32.378102,-100.759165,0.5,place,,,,,Loraine,TX,Mitchell County,79532,US,TIGER/Line® dataset from the US Census Bureau
2257778,3/18/2022,Louisiana,New Iberia,200 block of C V Jackson Dr,0,5,N/A,30.030774,-91.802747,0.9,rooftop,200,Troy Rd,,,New Iberia,LA,Iberia Parish,70563,US,Iberia
2257132,3/17/2022,Michigan,Lansing,2200 block of E Michigan Ave,0,4,N/A,42.599184,-84.371973,0.5,place,,,,,Lansing,MI,Ingham County,48901,US,TIGER/Line® dataset from the US Census Bureau
2256398,3/17/2022,Illinois,Chicago,4100 block of W Monroe St,0,4,N/A,41.88531,-87.62213,0.5,place,,,,,Chicago,IL,Cook County,60601,US,TIGER/Line® dataset from the US Census Bureau
2255816,3/17/2022,Florida,Fort Lauderdale,1300 W Broward Blvd,2,2,N/A,26.12067,-80.158948,1,rooftop,1300,W Broward Blvd,,,Fort Lauderdale,FL,Broward County,33312,US,City of Fort Lauderdale
2255832,3/16/2022,New Jersey,Irvington,800 block of 18th Ave,1,3,N/A,40.726231,-74.23294,0.5,place,,,,,Irvington,NJ,Essex County,7111,US,TIGER/Line® dataset from the US Census Bureau
2256080,3/16/2022,New Jersey,Irvington,862 18th Ave,1,3,N/A,40.737847,-74.222428,1,range_interpolation,862,18th Ave,,,Irvington,NJ,Essex County,7111,US,TIGER/Line® dataset from the US Census Bureau
2254579,3/15/2022,Alabama,Ozark,1001 US Hwy 231,0,5,N/A,31.439631,-85.643436,0.9,range_interpolation,1001,US Hwy 231,,,Ozark,AL,Dale County,36360,US,TIGER/Line® dataset from the US Census Bureau
2253714,3/14/2022,Pennsylvania,Reading,1300 block of Meade St,1,3,N/A,40.357242,-75.940153,0.5,place,,,,,Reading,PA,Berks County,19601,US,TIGER/Line® dataset from the US Census Bureau
2252873,3/13/2022,Illinois,Chicago,7902 S Exchange Ave,0,7,N/A,41.751894,-87.552737,1,range_interpolation,7902,S Exchange Ave,,,Chicago,IL,Cook County,60617,US,TIGER/Line® dataset from the US Census Bureau
2252500,3/13/2022,New York,Rochester,471 State St,2,2,N/A,43.163006,-77.621637,1,rooftop,471,State St,,,Rochester,NY,Monroe County,14608,US,"NYS GIS Program Office, State Geographic Information Officer (GIO)"
2252792,3/13/2022,South Carolina,Columbia,810 Pulaski St,1,4,N/A,33.997672,-81.042831,1,range_interpolation,810,Pulaski St,,,Columbia,SC,Richland County,29201,US,TIGER/Line® dataset from the US Census Bureau
2252719,3/12/2022,Maryland,Baltimore,Gwynn Oak Ave and Liberty Heights Ave,3,1,N/A,39.3314,-76.695674,1,intersection,,Gwynn Oak Ave,,,Gwynn Oak,MD,Baltimore City,21207,US,TIGER/Line® dataset from the US Census Bureau
2253654,3/12/2022,Alabama,Autaugaville,200 block of N Pickett St,1,3,N/A,31.00935,-85.74438,0.5,place,,,,,Black,AL,Geneva County,36314,US,TIGER/Line® dataset from the US Census Bureau
2251416,3/11/2022,Ohio,Columbus,1644 E Dublin-Granville Rd,2,2,N/A,40.088304,-82.974082,1,rooftop,1644,E Dublin-Granville Rd,,,Columbus,OH,Franklin County,43229,US,Franklin
2250540,3/9/2022,Colorado,Aurora,3300 N Ouray St,1,4,N/A,39.765194,-104.793279,1,rooftop,3300,N Ouray St,,,Aurora,CO,Adams County,80011,US,City of Aurora
2250151,3/8/2022,Florida,Jacksonville,Duval Station Rd and Starratt Rd,1,4,N/A,30.33166,-81.671611,0.72,intersection,,Stuart St,,,Jacksonville,FL,Duval County,32204,US,TIGER/Line® dataset from the US Census Bureau
2249608,3/7/2022,Tennessee,Knoxville,5800 block of Primus Rd,0,4,N/A,36.032334,-83.884804,0.5,place,,,,,Knoxville,TN,Knox County,37901,US,TIGER/Line® dataset from the US Census Bureau
2247617,3/6/2022,Minnesota,Minneapolis,2720 Blaisdell Ave,1,3,N/A,44.952983,-93.280127,1,rooftop,2720,Blaisdell Ave,,,Minneapolis,MN,Hennepin County,55408,US,Hennepin
2248066,3/6/2022,Pennsylvania,Hazleton,182 S  Wyoming St,1,4,N/A,40.94946,-75.976442,1,rooftop,182,S Wyoming St,,,Hazleton,PA,Luzerne County,18201,US,Luzerne
2247842,3/6/2022,Kentucky,Louisville,601 E Jefferson St,0,4,N/A,38.252385,-85.742086,1,rooftop,601,E Jefferson St,,,Louisville,KY,Jefferson County,40202,US,"Metro Louisville,  LOJIC partners"
2247828,3/6/2022,Texas,Lubbock,1800 block of Parkway Dr,0,4,N/A,33.588771,-101.850445,0.5,place,,,,,Lubbock,TX,Lubbock County,79401,US,TIGER/Line® dataset from the US Census Bureau
2248613,3/6/2022,Louisiana,Monroe,1051 Martin Luther King Junior Drive,0,4,N/A,32.494116,-92.084212,0.7,street_center,,Martin Luther King Jr Dr,,,Monroe,LA,Ouachita Parish,71202,US,TIGER/Line® dataset from the US Census Bureau
2247622,3/6/2022,South Carolina,Chester,Powell Dr and Harvey Neely Rd,2,3,N/A,34.80822,-81.445824,0.9,street_center,,Powell Dr,,,Sharon,SC,Chester County,29742,US,TIGER/Line® dataset from the US Census Bureau
2247747,3/5/2022,Arizona,Glendale,4810 W Glendale Ave,1,3,N/A,33.538701,-112.162721,1,rooftop,4810,W Glendale Ave,,,Glendale,AZ,Maricopa County,85301,US,City of Glendale
2247025,3/5/2022,Georgia,Atlanta,I-75 and Langford Pkwy,0,4,N/A,33.699183,-84.404547,0.8,intersection,,I-75,,,Atlanta,GA,Fulton County,30315,US,TIGER/Line® dataset from the US Census Bureau
2246387,3/3/2022,Nevada,Las Vegas,4055 S University Center Dr,1,6,N/A,36.115807,-115.147873,1,rooftop,4055,University Center Dr,,,Las Vegas,NV,Clark County,89119,US,Las Vegas
2245620,3/2/2022,Maryland,Baltimore,Walbrook Ave and N Dukeland St,1,3,N/A,39.31032,-76.664091,1,intersection,,N Dukeland St,,,Baltimore,MD,Baltimore City,21216,US,TIGER/Line® dataset from the US Census Bureau
2243861,2/28/2022,California,Sacramento,2041 Wyda Way,5,0,N/A,38.600499,-121.419112,1,rooftop,2041,Wyda Way,,,Sacramento,CA,Sacramento County,95825,US,Sacramento
2243285,2/27/2022,Louisiana,Alexandria,3700 block of 3rd St,0,4,N/A,31.274156,-92.467107,0.5,place,,,,,Alexandria,LA,Rapides Parish,71301,US,TIGER/Line® dataset from the US Census Bureau
2242345,2/26/2022,South Carolina,North Charleston,2622 S Allen Dr,1,3,N/A,32.849747,-79.985757,1,range_interpolation,2622,S Allen Dr,,,North Charleston,SC,Charleston County,29405,US,TIGER/Line® dataset from the US Census Bureau
2242153,2/26/2022,Nevada,Las Vegas,953 E Sahara Ave,1,14,N/A,36.142501,-115.140378,1,rooftop,953,E Sahara Ave,,,Las Vegas,NV,Clark County,89104,US,Las Vegas
2244673,2/26/2022,Louisiana,Bogalusa,E 4th St and Martin Luther King Jr Dr,0,10,N/A,30.775205,-89.853308,1,intersection,,E 4th St,,,Bogalusa,LA,Washington Parish,70427,US,TIGER/Line® dataset from the US Census Bureau
2241857,2/25/2022,Louisiana,Baton Rouge,6401 Bluebonnet Blvd,2,2,N/A,30.388877,-91.08758,1,rooftop,6401,Bluebonnet Blvd,,,Baton Rouge,LA,East Baton Rouge Parish,70836,US,East Baton Rouge Parish
2241299,2/24/2022,Texas,San Antonio,90 Lanark Dr,0,4,N/A,29.503162,-98.416026,1,range_interpolation,90,Lanark Dr,,,San Antonio,TX,Bexar County,78218,US,TIGER/Line® dataset from the US Census Bureau
2238575,2/21/2022,Minnesota,Saint Paul,488 Humboldt Ave,1,3,N/A,44.931177,-93.084834,1,rooftop,488,Humboldt Ave,,,Saint Paul,MN,Ramsey County,55107,US,Ramsey County
2238657,2/20/2022,Nebraska,Omaha,1817 N 33rd St,0,4,N/A,41.276072,-95.961388,1,rooftop,1817,N 33rd St,,,Omaha,NE,Douglas County,68111,US,Douglas
2238165,2/20/2022,Iowa,Des Moines,100 block of Water St,0,4,N/A,41.672687,-93.572173,0.5,place,,,,,Des Moines,IA,Polk County,50301,US,TIGER/Line® dataset from the US Census Bureau
2238403,2/20/2022,Oregon,Portland,SE Foster Rd and 128th Ave,1,3,N/A,45.476679,-122.532116,0.8,intersection,,SE 128th Ave,,,Portland,OR,Multnomah County,97236,US,TIGER/Line® dataset from the US Census Bureau
2238312,2/20/2022,Mississippi,Mccomb,Minnesota Ave and 6th St,1,3,N/A,31.244629,-90.458269,0.8,intersection,,Minnesota Ave,,,McComb,MS,Pike County,39648,US,TIGER/Line® dataset from the US Census Bureau
2237058,2/19/2022,North Carolina,Durham,1400 E Cornwallis Rd,2,2,N/A,35.942841,-78.903234,1,rooftop,1400,E Cornwallis Rd,,,Durham,NC,Durham County,27713,US,NC Geographic Information Coordinating Council
2237697,2/19/2022,Oregon,Portland,NE 55th Ave and NE Hassalo St,1,6,N/A,45.530462,-122.607531,1,intersection,,NE 55th Ave,,,Portland,OR,Multnomah County,97213,US,TIGER/Line® dataset from the US Census Bureau
2237593,2/19/2022,Missouri,Charleston,106 S Franklin St,2,14,N/A,36.92332,-89.35147,1,range_interpolation,106,S Franklin St,,,Charleston,MO,Mississippi County,63834,US,TIGER/Line® dataset from the US Census Bureau
2237196,2/19/2022,California,Turlock,142 S 1st St,0,7,N/A,37.493046,-120.846128,1,rooftop,142,S 1st St,,,Turlock,CA,Stanislaus County,95380,US,Stanislaus
2236857,2/18/2022,Maryland,Temple Hills (Marlow Heights),4200 block of 28th Ave,2,2,N/A,38.833446,-76.951641,0.4,place,,,,,Marlow Heights,MD,Prince George's County,20748,US,TIGER/Line® dataset from the US Census Bureau
2236155,2/17/2022,Pennsylvania,Philadelphia,164 W Chelten Ave,0,4,N/A,40.032185,-75.177882,1,rooftop,164,W Chelten Ave,,,Philadelphia,PA,Philadelphia County,19144,US,Philadelphia
2235778,2/17/2022,Texas,Houston,3000 Blodgett St,0,5,N/A,29.721643,-95.367274,1,rooftop,3000,Blodgett St,,,Houston,TX,Harris County,77004,US,Greater Houston
2235366,2/16/2022,Florida,Miami,NW 99th St and NW 21st Ave,1,3,N/A,25.793452,-80.357053,0.8,intersection,,NW 21st St,,,Miami,FL,Miami-Dade County,33172,US,TIGER/Line® dataset from the US Census Bureau
2234868,2/15/2022,Illinois,Joliet,700 block of Francis St,1,3,N/A,41.536718,-88.207088,0.8,rooftop,700,W Black Rd,,,Shorewood,IL,Will County,60404,US,Will
2232854,2/13/2022,Wisconsin,Racine,7th St and Park Ave,1,5,N/A,42.725952,-87.786011,1,intersection,,7th St,,,Racine,WI,Racine County,53403,US,TIGER/Line® dataset from the US Census Bureau
2232287,2/12/2022,California,West Hollywood,401 N La Cienega Blvd,0,4,N/A,34.07877,-118.37677,0.9,rooftop,401,N La Cienega Blvd,,,West Hollywood,CA,Los Angeles County,90048,US,City of Los Angeles
2232351,2/12/2022,Tennessee,Murfreesboro,1644 Middle Tennessee Blvd,1,4,N/A,35.831774,-86.374938,1,rooftop,1644,Middle Tennessee Blvd,,,Murfreesboro,TN,Rutherford County,37130,US,City of Murfreesboro
2232476,2/12/2022,Arkansas,Little Rock,200 block of E 7th St,1,3,N/A,34.746905,-92.280049,0.5,place,,,,,Little Rock,AR,Pulaski County,72201,US,TIGER/Line® dataset from the US Census Bureau
2231921,2/11/2022,Missouri,Springfield,E Kearney St and N Prospect Ave,0,4,N/A,37.24058,-93.272309,1,intersection,,E Kearney St,,,Springfield,MO,Greene County,65803,US,TIGER/Line® dataset from the US Census Bureau
2231371,2/11/2022,Arizona,Phoenix,5405 W Warner St,2,9,N/A,33.413886,-112.175595,1,rooftop,5405,W Warner St,,,Phoenix,AZ,Maricopa County,85043,US,Maricopa
2228979,2/6/2022,Illinois,Romeoville,735 N Center Blvd,0,5,N/A,41.65493,-88.121375,1,rooftop,735,N Center Blvd,,,Romeoville,IL,Will County,60446,US,Will
2228510,2/6/2022,California,Fresno,S Clara Ave and E Lorena Ave,2,2,N/A,36.719622,-119.795315,1,intersection,,E Lorena Ave,,,Fresno,CA,Fresno County,93706,US,TIGER/Line® dataset from the US Census Bureau
2228660,2/6/2022,North Carolina,Wilmington,200 block of North 31st St,0,4,N/A,34.271985,-77.963628,0.5,place,,,,,Wilmington,NC,New Hanover County,28401,US,TIGER/Line® dataset from the US Census Bureau
2227759,2/6/2022,Florida,Fort Lauderdale,5280 FL-7,0,4,N/A,26.191278,-80.203051,0.9,rooftop,5280,N State Road 7,,,Fort Lauderdale,FL,Broward County,33319,US,City of Fort Lauderdale
2227187,2/5/2022,New Mexico,Las Cruces,1900 block of Gladys Dr,1,3,N/A,32.29599,-106.74751,0.9,range_interpolation,1900,Gladys Dr,,,Las Cruces,NM,Doña Ana County,88001,US,TIGER/Line® dataset from the US Census Bureau
2227058,2/5/2022,Texas,Corsicana,2919 W 2nd Ave,6,2,N/A,32.08232,-96.496713,1,rooftop,2919,W 2nd Ave,,,Corsicana,TX,Navarro County,75110,US,Statewide Partial
2227035,2/4/2022,Virginia,Blacksburg,109 N Main St,1,4,N/A,37.229429,-80.414225,1,rooftop,109,N Main St,,,Blacksburg,VA,Montgomery County,24060,US,Town of Blacksburg
2225493,2/2/2022,California,Oroville,410 Oro Dam Blvd E,1,4,N/A,39.498193,-121.571757,1,range_interpolation,410,Oro Dam Blvd E,,,Oroville,CA,Butte County,95965,US,TIGER/Line® dataset from the US Census Bureau
2224788,2/1/2022,Wisconsin,Milwaukee,1801 W Olive St,0,5,N/A,43.092691,-87.933168,1,rooftop,1801,W Olive St,,,Milwaukee,WI,Milwaukee County,53209,US,City of Milwaukee
2224013,1/31/2022,North Carolina,Raleigh,3120 New Bern Ave,1,3,N/A,35.789191,-78.586395,1,rooftop,3120,New Bern Ave,,,Raleigh,NC,Wake County,27610,US,Wake
2222953,1/30/2022,Florida,Winter Haven,Buckeye Loop Rd and MLK Blvd NE,1,4,N/A,28.029112,-81.693719,1,street_center,,Buckeye Loop Rd,,,Winter Haven,FL,Polk County,33881,US,TIGER/Line® dataset from the US Census Bureau
2223019,1/30/2022,Georgia,Augusta,2623 Deans Bridge Rd,1,3,N/A,33.440505,-82.022666,1,rooftop,2623,Deans Bridge Rd,,,Augusta,GA,Richmond County,30906,US,Richmond County
2222557,1/29/2022,Missouri,Saint Louis,4900 block of Cote Brilliante,3,1,N/A,37.53144,-90.93318,0.5,place,,,,,Black,MO,Reynolds County,63625,US,TIGER/Line® dataset from the US Census Bureau
2222383,1/29/2022,Georgia,Atlanta,899 Martin Luther King Jr Dr NW,1,3,N/A,33.754972,-84.417157,1,rooftop,899,Martin Luther King Jr Dr NW,,,Atlanta,GA,Fulton County,30314,US,City of Atlanta
2222766,1/29/2022,California,Bakersfield,10612 Rosedale Hwy,0,4,N/A,35.383895,-119.120834,1,rooftop,10612,Rosedale Hwy,,,Bakersfield,CA,Kern County,93312,US,Kern
2220985,1/27/2022,District of Columbia,Washington,4400 Connecticut Ave,1,4,N/A,38.946957,-77.065609,0.9,rooftop,4400,Connecticut Ave NW,,,Washington,DC,District of Columbia,20008,US,Statewide DC
2218159,1/23/2022,Wisconsin,Milwaukee,2505 N 21st St,6,0,N/A,43.06437,-87.939142,1,rooftop,2505,N 21st St,,,Milwaukee,WI,Milwaukee County,53206,US,City of Milwaukee
2217882,1/23/2022,California,Inglewood,1300 block of North Park Ave,4,1,N/A,33.956526,-118.358654,0.5,place,,,,,Inglewood,CA,Los Angeles County,90301,US,TIGER/Line® dataset from the US Census Bureau
2215955,1/19/2022,Maryland,Baltimore,E Monument St and N Montford Ave,3,1,N/A,39.298806,-76.58372,1,intersection,,E Monument St,,,Baltimore,MD,Baltimore City,21205,US,TIGER/Line® dataset from the US Census Bureau
2215256,1/19/2022,Louisiana,New Orleans,7800 block of Keats St,0,4,N/A,29.958304,-90.077,0.5,place,,,,,New Orleans,LA,Orleans Parish,70112,US,TIGER/Line® dataset from the US Census Bureau
2214013,1/18/2022,Florida,Miami,10702 NW 7th Ave,1,4,N/A,25.873063,-80.210373,1,rooftop,10702,NW 7th Ave,,,Miami,FL,Miami-Dade County,33168,US,Miami2
2214306,1/17/2022,Texas,San Antonio,400 block of Spriggsdale Ave,1,4,N/A,29.428475,-98.484389,0.79,nearest_rooftop_match,403,Ave E,,,San Antonio,TX,Bexar County,78205,US,San Antonio
2213456,1/16/2022,Georgia,Savannah,1100 Graydon St,1,3,N/A,32.062816,-81.080192,1,range_interpolation,1100,Graydon St,,,Savannah,GA,Chatham County,31404,US,TIGER/Line® dataset from the US Census Bureau
2212203,1/15/2022,Tennessee,Knoxville,2700 block of Tarleton Ave,0,4,N/A,36.032334,-83.884804,0.5,place,,,,,Knoxville,TN,Knox County,37901,US,TIGER/Line® dataset from the US Census Bureau
2212018,1/15/2022,Georgia,Brunswick,2717 Glynn Ave,1,5,N/A,31.168836,-81.475044,1,rooftop,2717,Glynn Ave,,,Brunswick,GA,Glynn County,31520,US,Glynn
2211746,1/14/2022,Oregon,Eugene,219 W 8th Ave,0,6,N/A,44.051147,-123.096006,1,range_interpolation,219,W 8th Ave,,,Eugene,OR,Lane County,97401,US,TIGER/Line® dataset from the US Census Bureau
2210480,1/13/2022,New York,Brooklyn,1014 E 92nd St,1,3,N/A,40.644187,-73.908397,1,rooftop,1014,E 92nd St,,,Brooklyn,NY,Kings County,11236,US,City of New York
2209840,1/12/2022,Illinois,Chicago,S King Dr and E 63rd St,0,4,N/A,41.780238,-87.615622,1,intersection,,E 63rd St,,,Chicago,IL,Cook County,60637,US,TIGER/Line® dataset from the US Census Bureau
2207435,1/9/2022,California,Fresno,724 E Olive Ave,0,4,N/A,36.757519,-119.802311,1,rooftop,724,E Olive Ave,,,Fresno,CA,Fresno County,93728,US,Fresno
2207931,1/9/2022,California,Los Angeles,W 35th St and S Hill St,2,4,N/A,34.018308,-118.275747,1,intersection,,S Hill St,,,Los Angeles,CA,Los Angeles County,90007,US,TIGER/Line® dataset from the US Census Bureau
2207469,1/9/2022,Alabama,Montgomery,3020 Atlanta Hwy,1,6,N/A,32.382682,-86.266227,1,rooftop,3020,Atlanta Hwy,,,Montgomery,AL,Montgomery County,36109,US,Montgomery
2207406,1/9/2022,Colorado,Colorado Springs,1960 Chelton Rd,2,3,N/A,38.860702,-104.766049,0.9,range_interpolation,1960,N Chelton Rd,,,Colorado Springs,CO,El Paso County,80909,US,TIGER/Line® dataset from the US Census Bureau
2206813,1/8/2022,Texas,Houston,7136 Clarewood Dr,1,3,N/A,29.709454,-95.51089,1,rooftop,7136,Clarewood Dr,,,Houston,TX,Harris County,77036,US,City of Houston
2205024,1/4/2022,Mississippi,Jackson,3207 W Capitol St,1,3,N/A,32.321816,-90.2271,1,rooftop,3207,W Capitol St,,,Jackson,MS,Hinds County,39209,US,Hinds
2202976,1/2/2022,Texas,Corsicana,1100 block of S 29th St,2,2,N/A,32.084915,-96.528172,0.5,place,,,,,Corsicana,TX,Navarro County,75110,US,TIGER/Line® dataset from the US Census Bureau
2202727,1/2/2022,Texas,San Antonio,427 Montrose,2,2,N/A,29.370153,-98.461672,1,rooftop,427,Montrose St,,,San Antonio,TX,Bexar County,78223,US,San Antonio
2202025,1/1/2022,Missouri,Columbia,122 S 9th St,0,4,N/A,38.949814,-92.327381,1,rooftop,122,S 9th St,,,Columbia,MO,Boone County,65201,US,Boone
2201629,1/1/2022,Pennsylvania,Philadelphia,1600 block of Cecil B Moore Ave,1,4,N/A,40.323357,-80.187945,0.5,place,,,,,Cecil,PA,Washington County,15321,US,TIGER/Line® dataset from the US Census Bureau
2201641,1/1/2022,Wisconsin,Kenosha,1708 52nd St,1,3,N/A,42.588166,-87.8304,1,rooftop,1708,52nd St,,,Kenosha,WI,Kenosha County,53140,US,Kenosha
2202001,1/1/2022,Illinois,Peoria,2000 block of SW Adams St,2,2,N/A,40.693137,-89.589847,0.5,place,,,,,Peoria,IL,Peoria County,61601,US,TIGER/Line® dataset from the US Census Bureau
2201876,1/1/2022,South Carolina,Dillon,3261 Hwy 9,0,5,N/A,34.476503,-79.442927,1,range_interpolation,3261,Hwy 9 W,,,Dillon,SC,Dillon County,29536,US,TIGER/Line® dataset from the US Census Bureau
2201848,1/1/2022,Indiana,South Bend,1500 block of S Miami St,0,4,N/A,40.61466,-86.106432,0.5,place,,,,,Miami,IN,Miami County,46959,US,TIGER/Line® dataset from the US Census Bureau
2201677,1/1/2022,Colorado,Denver,1919 Blake St,2,2,N/A,39.753878,-104.995414,1,rooftop,1919,Blake St,,,Denver,CO,Denver County,80202,US,Denver